featureType,lat,lon,cityName,countryCode,geonameId,featureCode,population,source,year
point,56.03434,9.93177,Skanderborg,DK,2613887,PPLA2,13543,Wikipedia notes that Skanderborg Castle is first recorded in 1320; this is used here as the earliest clear dated record tied to Skanderborg. (https://en.wikipedia.org/wiki/Riberhus),1320
point,56.1697,9.54508,Silkeborg,DK,2614030,PPLA2,49747,"Wikipedia says the modern town of Silkeborg grew around the paper mill established in 1844, so 1844 is used for the town in its modern sense. (https://en.wikipedia.org/wiki/Silkeborg)",1844
point,55.64152,12.08035,Roskilde,DK,2614481,PPLA2,51916,Wikipedia says Roskilde was founded in the 980s by Harald Bluetooth; 980 is used here as an approximate year from that source. (https://en.wikipedia.org/wiki/Roskilde),980
point,55.10091,14.70664,Rønne,DK,2614553,PPLA2,13807,Wikipedia lists Rønne as founded in 1327; this is used here as the earliest clear dated record found in a reliable general source. (https://en.wikipedia.org/wiki/R%C3%B8nne),1327
point,55.68062,12.45373,Rødovre,DK,2614600,PPLA2,40652,"A Copenhagen Museum historical report says Rødovre is included among the surrounding villages named in Pope Urban III’s letter of 21 October 1186, so 1186 is used here. (https://cphmuseum.kk.dk/sites/default/files/2021-11/Cultural%20historical%20report%20Cat%202%20Metro%20Cityring.pdf)",1186
point,55.4426,11.79011,Ringsted,DK,2614764,PPLA2,23086,"Trap Danmark states that Ringsted is first mentioned in written sources in 1135, so 1135 is used here. (https://trap.lex.dk/Ringsteds_historie)",1135
point,56.09006,8.24402,Ringkøbing,DK,2614776,PPLA2,9894,"Trap Danmark states that Ringkøbing is first mentioned in writing in 1325, though the town probably existed earlier, so 1325 is used here. (https://trap.lex.dk/%C3%98ster_Strandgade_13%2C_Ringk%C3%B8bing)",1325
point,56.4607,10.03639,Randers,DK,2615006,PPLA2,62802,"Wikipedia’s etymology/history section says the oldest forms of Randers appear on coins from the time of Canute the Holy, dated 1080–1086; the earliest year in that documented range, 1080, is used here. (https://en.wikipedia.org/wiki/Randers)",1080
point,55.39594,10.38831,Odense,DK,2615876,PPLA2,180863,"Wikipedia’s history section says Odense celebrated its thousandth anniversary in 1988 based on the first mention of the town’s name in a letter dated 18 March 988, so 988 is used here. (https://en.wikipedia.org/wiki/Odense)",988
point,55.97313,10.153,Odder,DK,2615886,PPLA2,12454,"Wikipedia states that Odder is first mentioned in 1363 as Oddræth, so 1363 is used here. (https://en.wikipedia.org/wiki/Odder)",1363
point,54.76906,11.87425,Nykøbing Falster,DK,2615961,PPLA2,19976,"Trap Danmark’s place-name entry says Nykøbing Falster is earliest mentioned in 1231 in copied form Nykoping, so 1231 is used here. (https://trap.lex.dk/Nyk%C3%B8bing_F)",1231
point,56.79334,8.85282,Nykøbing Mors,DK,2615964,PPLA2,9033,"Danish Wikipedia states that Nykøbing on Mors is first mentioned on 13 July 1299, so 1299 is used here. (https://da.wikipedia.org/wiki/Nyk%C3%B8bing_Mors)",1299
point,55.31274,10.78964,Nyborg,DK,2616015,PPLA2,17525,"Wikipedia notes that Nyborg was first mentioned in 1193 as Nyburg, but the town itself was not mentioned before 1202; because this task asks for the city, 1202 is used here. (https://en.wikipedia.org/wiki/Nyborg)",1202
point,55.22992,11.76092,Næstved,DK,2616038,PPLA2,44331,"Trap Danmark states that Næstved was mentioned in a written source for the first time in 1135, so 1135 is used here. (https://trap.lex.dk/N%C3%A6stveds_historie)",1135
point,57.05877,9.92284,Nørresundby,DK,2616235,PPL,23718,"Trap Danmark states that Sundby, the predecessor name of Nørresundby, is first mentioned in 1202, so 1202 is used here. (https://trap.lex.dk/N%C3%B8rresundbys_historie)",1202
point,54.83038,11.13567,Nakskov,DK,2616599,PPL,12495,"Wikipedia states that Nakskov received trade privileges in 1266; this is the earliest clear dated documentary record found for the town, so 1266 is used here. (https://en.wikipedia.org/wiki/Nakskov)",1266
point,55.50591,9.73054,Middelfart,DK,2616933,PPLA2,16277,"Wikipedia states that the name Middelfart is first recorded as Mæthælfar in Valdemar’s Census Book in 1231, so 1231 is used here. (https://en.wikipedia.org/wiki/Middelfart)",1231
point,56.49839,10.46887,Lystrup,DK,2617175,PPL,10273,"No reliable dated first documented mention for this specific modern town/suburb was found in the sources checked, so the year is left blank. ()",
point,56.2375,10.23778,Lystrup,DK,2617176,PPL,10273,"No reliable dated first documented mention for this specific modern town/suburb was found in the sources checked, so the year is left blank. ()",
point,55.80236,9.69539,Løsning,DK,2617423,PPL,12220,"No reliable dated first documented mention for this specific town was found in the sources checked, so the year is left blank. ()",
point,55.78251,12.36856,Værløse,DK,2617626,PPL,13069,"Wikipedia states that Kirke Værløse is mentioned in 1321–23 as Vetherløsa maklæ; using the earliest year of that documented range, 1321 is used here. (https://en.wikipedia.org/wiki/V%C3%A6rl%C3%B8se)",1321
point,55.87496,12.34579,Lillerød,DK,2617658,PPLA2,16741,"A medieval documents index records Lillerød in 1374, and local historical material likewise gives 1374 as the first mention, so 1374 is used here. (https://tekstnet.dk/books/dipdan/1374/)",1374
point,55.32993,11.13857,Korsør,DK,2618361,PPL,14463,"VisitDenmark states that the town name Korsør is first mentioned in 1241, so 1241 is used here. (https://www.visitdenmark.dk/danmark/explore/korsoer-faestning-gdk718610)",1241
point,55.45802,12.18214,Køge,DK,2618415,PPLA2,38304,"Trap Danmark says the earliest excavated settlement at Køge dates from the 1280s, while the oldest known town privileges are from 1288; for a single year tied to the earliest documented town status, 1288 is used here. (https://trap.lex.dk/K%C3%B8ges_historie)",1288
point,55.67594,12.56553,Copenhagen,DK,2618425,PPLC,1153615,The city is described as first mentioned in 1043 under the name Havn on the Copenhagen name-history page. (https://da.wikipedia.org/wiki/K%C3%B8benhavns_navn),1043
point,55.77044,12.50378,Kongens Lyngby,DK,2618468,PPLA2,10600,Wikipedia states that the name Kongens Lyngby is first recorded in 1348. (https://en.wikipedia.org/wiki/Kongens_Lyngby),1348
point,55.4904,9.47216,Kolding,DK,2618528,PPLA2,61638,Wikipedia lists Kolding as first documented in 1231. (https://en.wikipedia.org/wiki/Kolding),1231
point,55.19705,11.59603,Klinteby Frihed,DK,2618741,PPL,53443,"No reliable source for an earliest documented mention of Klinteby Frihed was found, so this is left blank. ()",
point,55.67954,11.08864,Kalundborg,DK,2619154,PPLA2,16211,"Wikipedia says the Kalundborg area was first settled in 1170, which is used here as the earliest record available on the source page. (https://en.wikipedia.org/wiki/Kalundborg)",1170
point,55.75295,12.10315,Jyllinge,DK,2619216,PPL,10134,Wikipedia states that Jyllinge is first mentioned in 1171 as Iuleghe. (https://en.wikipedia.org/wiki/Jyllinge),1171
point,55.61543,12.35182,Ishøj,DK,2619377,PPLA2,19453,"No reliable source for an earliest documented mention of Ishøj was found in the checked sources, so this is left blank. ()",
point,56.13883,9.15768,Ikast,DK,2619426,PPLA2,14692,"No reliable source for an earliest documented mention of Ikast itself was found in the checked sources, so this is left blank. ()",
point,55.64297,12.47708,Hvidovre,DK,2619528,PPLA2,53527,"Wikipedia says a farm called Ovre was located here about 1170, which is used as the earliest historical record for Hvidovre. (https://en.wikipedia.org/wiki/Hvidovre)",1170
point,55.86066,9.85034,Horsens,DK,2619771,PPLA2,61074,"No single precise first-documented year was found in the checked reliable sources; they only place Horsens in the 11th or 12th century, so this is left blank. ()",
point,55.88098,12.50111,Hørsholm,DK,2619856,PPLA2,47680,Wikipedia says Hørsholm was founded in connection with Hirschholm Palace and gives 1737 for the residence-town plan. (https://en.wikipedia.org/wiki/H%C3%B8rsholm),1737
point,56.36009,8.61607,Holstebro,DK,2620046,PPLA2,32072,Wikipedia states that Holstebro was first mentioned in a letter from Bishop Thyge of Ribe in 1274. (https://en.wikipedia.org/wiki/Holstebro),1274
point,55.7175,11.71279,Holbæk,DK,2620147,PPLA2,29608,Wikipedia states that Holbæk is first mentioned in Absalon’s letter of 8 June 1199. (https://en.wikipedia.org/wiki/Holb%C3%A6k),1199
point,56.64306,9.79029,Hobro,DK,2620167,PPLA2,12071,A travel-history source says Hobro was first mentioned in historical documents in 1407. (https://biveros.com/hobro-denmark/),1407
point,57.46417,9.98229,Hjørring,DK,2620214,PPLA2,25644,"Wikipedia says the oldest known royal charter granting Hjørring market-town status was issued on 31 March 1243, which is used here as the earliest documented mention. (https://en.wikipedia.org/wiki/Hj%C3%B8rring)",1243
point,55.92791,12.30081,Hillerød,DK,2620320,PPLA,35357,Wikipedia states that the name Hillerød is first mentioned in 1552 as Hylderødz. (https://en.wikipedia.org/wiki/Hiller%C3%B8d),1552
point,56.13615,8.97662,Herning,DK,2620425,PPLA2,50565,Wikipedia says Herning was established at the beginning of the 1790s; 1790 is used here as an approximate year because no exact year is given. (https://en.wikipedia.org/wiki/Herning),1790
point,56.03606,12.6136,Helsingør,DK,2620473,PPLA2,35048,Wikipedia states that Helsingør was first mentioned as Hælsingør in King Valdemar’s Liber Census Daniæ from 1231. (https://en.wikipedia.org/wiki/Helsing%C3%B8r),1231
point,55.77043,9.7011,Hedensted,DK,2620583,PPLA2,47099,"No reliable source for an earliest documented mention of Hedensted itself was found in the checked sources, so this is left blank. ()",
point,55.64951,12.19827,Hedehusene,DK,2620587,PPL,13663,"Wikipedia says Kongens Hedehus, the origin point of Hedehusene, was built in 1641. (https://en.wikipedia.org/wiki/Hedehusene)",1641
point,55.32346,11.96389,Haslev,DK,2620712,PPLA2,12119,Wikipedia states that Haslev is mentioned for the first time in 1328 as Haslæ. (https://en.wikipedia.org/wiki/Haslev),1328
point,55.24943,9.48771,Haderslev,DK,2620964,PPLA2,22011,Wikipedia lists Haderslev as first documented in 1050. (https://en.wikipedia.org/wiki/Haderslev),1050
point,55.75726,8.9275,Grindsted,DK,2621193,PPLA2,9750,Wikipedia says Grindsted is first mentioned in the 14th century; 1300 is used here as an approximate century-start year because the source gives no exact year. (https://en.wikipedia.org/wiki/Grindsted),1300
point,55.58333,12.3,Greve,DK,2621215,PPLA2,47671,Wikipedia’s Danish page for Greve Landsby says Greve is first mentioned in 1285. (https://da.wikipedia.org/wiki/Greve_Landsby),1285
point,56.41578,10.87825,Grenaa,DK,2621230,PPLA2,14176,Wikipedia says Grenaa was first mentioned in 1231. (https://en.wikipedia.org/wiki/Grenaa),1231
point,55.6666,12.40377,Glostrup,DK,2621356,PPLA2,23128,"Wikipedia’s Danish page says Glostrup is first attested in the period 1186–1197 as Glostorp; the earliest year in that range, 1186, is used here. (https://da.wikipedia.org/wiki/Glostrup)",1186
point,55.97073,12.0225,Frederiksværk,DK,2621910,PPLA2,12718,"Wikipedia says a royal document of 25 August 1756 allowed Classen to call the town Frederiksværk, which is used as the first documented mention. (https://en.wikipedia.org/wiki/Frederiksv%C3%A6rk)",1756
point,55.83956,12.06896,Frederikssund,DK,2621912,PPLA2,16850,Trap Danmark says the name Frederikssund appeared for the first time around 1650. (https://trap.lex.dk/Frederikssunds_historie),1650
point,57.44073,10.53661,Frederikshavn,DK,2621927,PPLA2,22672,"Wikipedia says the settlement, then called Fladstrand, is first mentioned in a letter dated 13 March 1572. (https://en.wikipedia.org/wiki/Frederikshavn)",1572
point,55.67938,12.53463,Frederiksberg,DK,2621942,PPLA2,95029,"A Danish source on Laurids Thura refers to “Ny Hollænderby uden for Vesterport” as Frederiksberg in 1703, which is used here as the earliest documented mention found for the locality name. (https://da.wikipedia.org/wiki/Laurids_Thura)",1703
point,55.56568,9.75257,Fredericia,DK,2621951,PPLA2,40886,Wikipedia says Fredericia was founded in 1650 by Frederik III. (https://en.wikipedia.org/wiki/Fredericia),1650
point,55.80858,12.36066,Farum,DK,2622306,PPLA2,20312,"Wikipedia’s Danish page says Farum is first mentioned in Roskilde bishop’s land register from about 1370, so the approximate year 1370 is used. (https://da.wikipedia.org/wiki/Farum)",1370
point,55.47028,8.45187,Esbjerg,DK,2622447,PPLA2,71698,"Wikipedia says Esbjerg was established in 1868 when the harbour project was created, which is used here as the first documented record for the town. (https://en.wikipedia.org/wiki/Esbjerg)",1868
point,55.75238,12.5745,Charlottenlund,DK,2623188,PPLA2,40000,"Wikipedia’s Danish page says the name Charlottenlund comes from Charlottenlund Slot, which received that name in 1733; this is used as the first documented mention found for the locality name. (https://da.wikipedia.org/wiki/Charlottenlund)",1733
point,57.27021,9.94102,Brønderslev,DK,2623337,PPLA2,12549,"Trap Danmark says the settlement, originally Vester Brønderslev, is first mentioned in 1305. (https://trap.lex.dk/Br%C3%B8nderslevs_historie)",1305
point,55.6455,12.41008,Brøndbyvester,DK,2623340,PPLA2,20000,"Trap Danmark says Brøndby is first mentioned in 1085; because Brøndbyvester is the western part of the historic Brøndby settlement, 1085 is used here. (https://trap.lex.dk/Middelalderen_i_Br%C3%B8ndby_Kommune)",1085
point,55.61782,12.42219,Brøndby Strand,DK,2623341,PPL,11915,Trap Danmark says Brøndby Strand is a newer place-name first appearing on a 1936 map. (https://trap.lex.dk/Br%C3%B8ndby_Strand),1936
point,55.84759,12.42791,Birkerød,DK,2624112,PPL,20877,"Trap Danmark says the place-name Birkerød first appears in a document dated *1307 (preserved in a later copy), so 1307 is used here. (https://trap.lex.dk/Birker%C3%B8d)",1307
point,55.62722,12.45644,Avedøre,DK,2624427,PPL,53443,Trap Danmark says the oldest original attestation of the place-name Avedøre is from 1257 in the form Augthæhør. (https://trap.lex.dk/Aved%C3%B8re),1257
point,56.15674,10.21076,Århus,DK,2624652,PPLA2,285273,Aarhus timeline material and bishopric sources note the first mention of Aarhus in 948 with bishop Reginbrand of Aarhus; 948 is used here. (https://en.wikipedia.org/wiki/Timeline_of_Aarhus),948
point,55.87035,12.35737,Allerød,DK,2624843,PPL,25867,Trap Danmark says the oldest attestation of the name Allerød is from 1260 in the form Alryth. (https://trap.lex.dk/Aller%C3%B8d_Kommune),1260
point,57.048,9.9187,Aalborg,DK,2624886,PPLA,142937,Wikipedia says the first mention of Aalborg under the name Alabu or Alabur is on coins from 1040. (https://en.wikipedia.org/wiki/Aalborg),1040
point,55.65691,12.36381,Albertslund,DK,2624906,PPLA2,30000,"Trap Danmark says the place-name Albertslund is first mentioned in 1836, originally as the name of a farm. (https://trap.lex.dk/Albertslund)",1836
point,55.04434,9.41741,Aabenraa,DK,2625070,PPLA2,16401,Wikipedia’s Danish page says the name appears first in written sources in King Valdemar’s Census Book from 1231. (https://da.wikipedia.org/wiki/Aabenraa),1231
point,57.83389,27.01944,Võru,EE,587450,PPLA,12367,Wikipedia says Võru was founded on 21 August 1784; this is used as the earliest documented record of the city. (https://en.wikipedia.org/wiki/V%C3%B5ru),1784
point,58.36319,25.59159,Viljandi,EE,587577,PPLA,17407,"Wikipedia says the first written record of the Viljandi stronghold was in 1154, which is used as the earliest documented mention. (https://en.wikipedia.org/wiki/Viljandi)",1154
point,57.77781,26.0473,Valga,EE,587876,PPLA,11792,"Wikipedia says Valga first appears in the Riga debt register in 1286, which is used as the earliest documented mention. (https://en.wikipedia.org/wiki/Valga%2C_Estonia)",1286
point,58.47889,24.82417,Tori,EE,588215,PPL,11879,"Estonian Wikipedia says Tori Manor is first mentioned in 1528; because a clear earlier source for the settlement itself was not found, this manor record is used as the earliest local documented record. (https://et.wikipedia.org/wiki/Tori)",1528
point,58.38062,26.72509,Tartu,EE,588335,PPLA,91407,"Wikipedia says Tartu is first mentioned in historical records in 1030, when Yaroslav I the Wise established Yuryev. (https://en.wikipedia.org/wiki/Tartu)",1030
point,59.43696,24.75353,Tallinn,EE,588409,PPLC,394024,"Wikipedia lists 1154 as Tallinn’s first possible appearance on al-Idrisi’s map; although the first confirmed written record is 1219, the earlier possible mention is used here as the earliest known record. (https://en.wikipedia.org/wiki/Tallinn)",1154
point,59.39697,27.76331,Sillamäe,EE,588686,PPLA2,12480,"Wikipedia says the locality of Sillamäggi was first mentioned in 1502, which is used as the earliest documented record for Sillamäe. (https://en.wikipedia.org/wiki/Sillam%C3%A4e)",1502
point,59.34808,26.35784,Rakvere,EE,589165,PPLA,14984,"Wikipedia says a settlement called Tarvanpea, identified with Rakvere, was first mentioned in 1226; this earlier settlement-name record is used instead of the later 1252 Wesenbergh mention. (https://en.wikipedia.org/wiki/Rakvere)",1226
point,58.38588,24.49711,Pärnu,EE,589580,PPLA,40228,"Britannica says Pärnu was first mentioned in 1251, which is used here as the earliest documented mention. (https://www.britannica.com/place/Parnu)",1251
point,59.37722,28.19028,Narva,EE,590031,PPLA2,54409,"Wikipedia lists Narva’s first mention as 1172, which is used as the earliest documented record. (https://en.wikipedia.org/wiki/Narva)",1172
point,59.46529,24.98215,Maardu,EE,590447,PPLA2,16630,"Wikipedia lists Maardu’s first mention as 1241, which is used as the earliest documented record of the locality. (https://en.wikipedia.org/wiki/Maardu)",1241
point,58.25382,22.49217,Kuressaare,EE,590939,PPLA,12698,Wikipedia says the first documentation of the Prince-Bishop’s castle in Kuressaare is from 1381; this is used as the earliest written record tied to the town’s origin. (https://en.wikipedia.org/wiki/Kuressaare),1381
point,59.39861,27.27306,Kohtla-Järve,EE,591260,PPL,35395,"Wikipedia explains that villages on the territory of modern Kohtla-Järve are first mentioned in 1241, but the settlement named Kohtla-Järve started to grow in 1924; because the task is for the city itself, 1924 is used. (https://en.wikipedia.org/wiki/Kohtla-J%C3%A4rve)",1924
point,59.30361,24.41306,Keila,EE,591472,PPLA2,10068,Wikipedia says the first written mention of Keila comes from the Danish Census Book in 1241. (https://en.wikipedia.org/wiki/Keila),1241
point,59.35917,27.42111,Jõhvi,EE,591893,PPLA,10130,Wikipedia says Jõhvi was first mentioned as a village in 1241 in the Liber Census Daniae. (https://en.wikipedia.org/wiki/J%C3%B5hvi),1241
point,58.93937,23.54127,Haapsalu,EE,592225,PPLA,11805,"Wikipedia says the first written record of Haapsalu dates to 1279, when the town was chartered. (https://en.wikipedia.org/wiki/Haapsalu)",1279
point,61.55632,23.59606,Ylöjärvi,FI,630752,PPLA3,33731,"Wikipedia states that the chapel parish of Ylöjärvi was founded in 1779, which is the earliest clearly documented record I found for Ylöjärvi. (https://en.wikipedia.org/wiki/Yl%C3%B6j%C3%A4rvi)",1779
point,64.08333,24.55,Ylivieska,FI,630768,PPLA3,15375,Wikipedia gives Ylivieska’s municipal charter year as 1867; I did not find a clearer earlier first-mention source in the checked English sources. (https://en.wikipedia.org/wiki/Ylivieska),1867
point,60.41699,24.31965,Vihti,FI,631707,PPLA3,28864,Wikipedia gives Vihti’s municipal charter year as 1867; I did not find a clearer earlier first-mention source in the checked English sources. (https://en.wikipedia.org/wiki/Vihti),1867
point,62.31533,27.873,Varkaus,FI,632370,PPLA3,19603,Wikipedia states that Varkaus became a market town in 1929; I did not find a reliable earlier documented first mention for the town itself in the checked English sources. (https://en.wikipedia.org/wiki/Varkaus),1929
point,60.29414,25.04099,Vantaa,FI,632453,PPLA3,252724,Wikipedia states that the first mention of Vantaa is in a document issued by King Magnus IV on 14 September 1331. (https://en.wikipedia.org/wiki/Vantaa),1331
point,61.33333,22.9,Vammala,FI,632542,PPLA3,16635,"Wikipedia states that Vammala was chartered in 1907, which is the earliest clear documented record I found for Vammala itself. (https://en.wikipedia.org/wiki/Vammala)",1907
point,61.26421,24.03122,Valkeakoski,FI,632672,PPLA3,20859,Wikipedia gives Valkeakoski’s charter year as 1923; I did not find a clearer earlier first-mention source for the town itself in the checked English sources. (https://en.wikipedia.org/wiki/Valkeakoski),1923
point,63.096,21.61577,Vaasa,FI,632978,PPLA,69819,Wikipedia states that Vaasa was founded and granted its charter on 2 October 1606. (https://en.wikipedia.org/wiki/Vaasa),1606
point,60.80043,21.40841,Uusikaupunki,FI,633221,PPLA3,14750,Wikipedia states that Uusikaupunki was founded and granted its charter on 19 April 1617. (https://en.wikipedia.org/wiki/Uusikaupunki),1617
point,61.42844,21.87103,Ulvila,FI,633395,PPLA3,12345,"Wikipedia states that Ulvila was granted its town charter in 1365, which is the earliest clear documented record I found for the town. (https://en.wikipedia.org/wiki/Ulvila)",1365
point,60.40368,25.02638,Tuusula,FI,633591,PPLA3,42624,"Wikipedia states that Tuusula became a separate parish in 1643, which is the earliest clear documented record I found for Tuusula. (https://en.wikipedia.org/wiki/Tuusula)",1643
point,60.45148,22.26869,Turku,FI,633679,PPLA,206655,"Wikipedia states that Pope Gregory IX first mentioned the town of Aboa (Turku) in 1229, and the city uses that as its first historical record. (https://en.wikipedia.org/wiki/Turku)",1229
point,65.84811,24.14662,Tornio,FI,634093,PPLA3,20932,Wikipedia states that Tornio received its charter and was officially founded on 12 May 1621. (https://en.wikipedia.org/wiki/Tornio),1621
point,61.49911,23.78712,Tampere,FI,634963,PPLA,260646,"Wikipedia’s Messukylä article states that Tampere was mentioned as early as 1666, before it was later founded as a town. (https://en.wikipedia.org/wiki/Messukyl%C3%A4)",1666
point,63.08333,27.66667,Siilinjärvi,FI,636947,PPLA3,21383,Wikipedia gives Siilinjärvi’s charter year as 1925; I did not find a clearer earlier first-mention source in the checked English sources. (https://en.wikipedia.org/wiki/Siilinj%C3%A4rvi),1925
point,60.37752,25.26906,Sibbo,FI,637067,PPLA3,22903,"Wikipedia gives Sipoo/Sibbo’s charter year as 1425, which is the earliest clear documented record I found in the checked English sources. (https://en.wikipedia.org/wiki/Sipoo)",1425
point,62.79446,22.82822,Seinäjoki,FI,637219,PPLA,66848,"Wikipedia gives Seinäjoki’s charter year as 1868; the history text mentions earlier settlement, but it is unsourced on the page, so I used the sourced infobox date. (https://en.wikipedia.org/wiki/Sein%C3%A4joki)",1868
point,61.8699,28.87999,Savonlinna,FI,637292,PPLA3,31283,Wikipedia states that the city of Savonlinna was founded in 1639. (https://en.wikipedia.org/wiki/Savonlinna),1639
point,60.38333,23.13333,Salo,FI,637948,PPLA3,50794,"Wikipedia’s Halikko article states that the name Halikko, the historical core area of present-day Salo, is first mentioned in 1313; this is used as an approximate earliest documented record for the present city area. (https://en.wikipedia.org/wiki/Halikko)",1313
point,66.49897,25.68867,Rovaniemi,FI,638936,PPLA,65670,Wikipedia states that Rovaniemi is first mentioned by name in official documents in 1453. (https://en.wikipedia.org/wiki/Rovaniemi),1453
point,60.73769,24.77726,Riihimäki,FI,639406,PPLA3,28610,Wikipedia states that Riihimäki was first mentioned in 1495 as Höffinga. (https://en.wikipedia.org/wiki/Hyvink%C3%A4%C3%A4),1495
point,61.12724,21.51127,Rauma,FI,639734,PPLA3,38909,Wikipedia states that Rauma was granted town privileges on 17 April 1442. (https://en.wikipedia.org/wiki/Rauma%2C_Finland),1442
point,59.97735,23.43967,Raseborg,FI,639853,PPL,26982,"Wikipedia states that Raseborg as a municipal name is modern, but Raseborg Castle was first mentioned in 1378 as Rasaborge; this is used as the earliest documented record for the place-name. (https://en.wikipedia.org/wiki/Raseborg)",1378
point,64.68333,24.48333,Raahe,FI,640276,PPLA3,23566,The official City of Raahe history page states that the town was founded in 1649 under the name Salo. (https://raahe.fi/en/information-about-raahe/history-raahe),1649
point,61.48072,21.78518,Pori,FI,640999,PPLA,83157,Wikipedia states that Pori was established on 8 March 1558 by Duke John of Finland. (https://en.wikipedia.org/wiki/Pori),1558
point,61.46125,23.63228,Pirkkala,FI,641489,PPLA3,21204,Finnish Wikipedia says the name Pirkkala is first mentioned in a document dated 9 May 1374. (https://fi.wikipedia.org/wiki/Pirkkala),1374
point,62.3,27.13333,Pieksämäki,FI,641869,PPLA3,17243,"A historical overview states the parish was soon renamed Pieksämä (Pieksämäki) in 1577, which is the earliest clear documentary mention I found for the place name. (https://en.wikipedia.org/wiki/Mikkelin_maalaiskunta)",1577
point,63.65,22.68333,Pedersöre,FI,642455,PPLA3,11330,Wikipedia states that Pedersöre was first mentioned in 1348 in a trade statute issued by King Magnus Eriksson. (https://en.wikipedia.org/wiki/Peders%C3%B6re),1348
point,60.30672,22.30097,Pargas,FI,642673,PPLA3,11962,Finnish Wikipedia says the medieval parish of Parainen/Pargas is first mentioned in historical sources in 1329. (https://fi.wikipedia.org/wiki/Parainen),1329
point,60.45671,22.68694,Paimio,FI,643153,PPLA3,11241,The City of Paimio says the earliest preserved document mentioning Paimio is from 1325. (https://www.paimio.fi/kaupunki-ja-hallinto/tietoa-paimiosta/paimion-historia/),1325
point,65.01236,25.46816,Oulu,FI,643492,PPLA,216066,"Wikipedia's history section notes that in 1375 the Novgorodians built a defensive castle at Oulu, which is the earliest clear documentary reference on the page. (https://en.wikipedia.org/wiki/Oulu)",1375
point,60.80487,25.72964,Orimattila,FI,643644,PPLA3,15628,Wikipedia states that Orimattila as a village was first mentioned in 1561 as Orihmattila. (https://en.wikipedia.org/wiki/Orimattila),1561
point,60.46407,24.8073,Nurmijärvi,FI,644171,PPLA3,45356,"Wikipedia says the earliest documentary mention of Nurmijärvi dates to 1488, when the village of Uotila was mentioned. (https://en.wikipedia.org/wiki/Nurmij%C3%A4rvi)",1488
point,60.16073,24.66808,Nöykkiö,FI,644315,PPL,11063,Finnish Wikipedia says the name appears on maps in 1758–1763 as Nöjkäng; I use 1758 as the earliest attested year and note that this is a map-form of the older Swedish name. (https://fi.wikipedia.org/wiki/N%C3%B6ykki%C3%B6),1758
